cas,chem_name,group,latin_name,strain,test_type,test_statistic,duration_d,effect_value,effect_unit,source,endpoint
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,ECA248,NA,EC50,2,16.11664196,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,ECA36,NA,EC50,2,17.01419078,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,ECA396,NA,EC50,2,12.00919067,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,MY16,NA,EC50,2,18.34998388,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,PD1074,NA,EC50,2,14.34982264,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,RC301,NA,EC50,2,13.48509231,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,XZ1516,NA,EC50,2,23.56807678,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,CB4856,NA,EC50,2,133.1031568,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,ECA248,NA,EC50,2,155.2447258,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,ECA36,NA,EC50,2,116.6921679,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,ECA396,NA,EC50,2,125.1222965,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,MY16,NA,EC50,2,111.3940896,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,PD1074,NA,EC50,2,125.0871318,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,RC301,NA,EC50,2,96.55851391,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,XZ1516,NA,EC50,2,115.6551467,mg/L,Widmayer 2022,Growth
175013180,Pyraclostrobin,NEMATODE,Caenorhabditis elegans,CB4856,NA,EC50,2,38.59613095,mg/L,Widmayer 2022,Growth
175013180,Pyraclostrobin,NEMATODE,Caenorhabditis elegans,ECA248,NA,EC50,2,39.97799,mg/L,Widmayer 2022,Growth
175013180,Pyraclostrobin,NEMATODE,Caenorhabditis elegans,ECA36,NA,EC50,2,28.99224597,mg/L,Widmayer 2022,Growth
175013180,Pyraclostrobin,NEMATODE,Caenorhabditis elegans,ECA396,NA,EC50,2,16.31990789,mg/L,Widmayer 2022,Growth
175013180,Pyraclostrobin,NEMATODE,Caenorhabditis elegans,MY16,NA,EC50,2,33.41055285,mg/L,Widmayer 2022,Growth
175013180,Pyraclostrobin,NEMATODE,Caenorhabditis elegans,PD1074,NA,EC50,2,31.53240499,mg/L,Widmayer 2022,Growth
175013180,Pyraclostrobin,NEMATODE,Caenorhabditis elegans,RC301,NA,EC50,2,56.63337882,mg/L,Widmayer 2022,Growth
175013180,Pyraclostrobin,NEMATODE,Caenorhabditis elegans,XZ1516,NA,EC50,2,54.91887084,mg/L,Widmayer 2022,Growth
115866,Triphenyl phosphate,NEMATODE,Caenorhabditis elegans,CB4856,NA,EC50,2,12.0989216,mg/L,Widmayer 2022,Growth
115866,Triphenyl phosphate,NEMATODE,Caenorhabditis elegans,ECA248,NA,EC50,2,13.72542046,mg/L,Widmayer 2022,Growth
115866,Triphenyl phosphate,NEMATODE,Caenorhabditis elegans,ECA36,NA,EC50,2,10.90251471,mg/L,Widmayer 2022,Growth
115866,Triphenyl phosphate,NEMATODE,Caenorhabditis elegans,ECA396,NA,EC50,2,6.724751667,mg/L,Widmayer 2022,Growth
115866,Triphenyl phosphate,NEMATODE,Caenorhabditis elegans,MY16,NA,EC50,2,6.674214174,mg/L,Widmayer 2022,Growth
115866,Triphenyl phosphate,NEMATODE,Caenorhabditis elegans,PD1074,NA,EC50,2,12.15466026,mg/L,Widmayer 2022,Growth
115866,Triphenyl phosphate,NEMATODE,Caenorhabditis elegans,RC301,NA,EC50,2,11.24815562,mg/L,Widmayer 2022,Growth
115866,Triphenyl phosphate,NEMATODE,Caenorhabditis elegans,XZ1516,NA,EC50,2,14.65310704,mg/L,Widmayer 2022,Growth
116063,Aldicarb,NEMATODE,Caenorhabditis elegans,CB4856,NA,EC90,2,135.9620021,mg/L,Widmayer 2022,Growth
116063,Aldicarb,NEMATODE,Caenorhabditis elegans,ECA248,NA,EC90,2,173.8378741,mg/L,Widmayer 2022,Growth
116063,Aldicarb,NEMATODE,Caenorhabditis elegans,ECA36,NA,EC90,2,163.3328198,mg/L,Widmayer 2022,Growth
116063,Aldicarb,NEMATODE,Caenorhabditis elegans,ECA396,NA,EC90,2,184.2074892,mg/L,Widmayer 2022,Growth
116063,Aldicarb,NEMATODE,Caenorhabditis elegans,MY16,NA,EC90,2,112.8482889,mg/L,Widmayer 2022,Growth
116063,Aldicarb,NEMATODE,Caenorhabditis elegans,PD1074,NA,EC90,2,114.2020335,mg/L,Widmayer 2022,Growth
116063,Aldicarb,NEMATODE,Caenorhabditis elegans,RC301,NA,EC90,2,149.5438717,mg/L,Widmayer 2022,Growth
116063,Aldicarb,NEMATODE,Caenorhabditis elegans,XZ1516,NA,EC90,2,167.9463074,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,CB4856,NA,EC90,2,34.9039888,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,ECA248,NA,EC90,2,47.45215668,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,ECA36,NA,EC90,2,28.63435727,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,ECA396,NA,EC90,2,25.05529851,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,MY16,NA,EC90,2,37.05219952,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,PD1074,NA,EC90,2,25.98485563,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,RC301,NA,EC90,2,30.72190272,mg/L,Widmayer 2022,Growth
1910425,Paraquat,NEMATODE,Caenorhabditis elegans,XZ1516,NA,EC90,2,110.0071543,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,CB4856,NA,EC90,2,260.3111028,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,ECA248,NA,EC90,2,566.8882189,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,ECA36,NA,EC90,2,233.9031732,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,ECA396,NA,EC90,2,360.3143762,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,MY16,NA,EC90,2,203.4614033,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,PD1074,NA,EC90,2,677.7011138,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,RC301,NA,EC90,2,193.4206271,mg/L,Widmayer 2022,Growth
114261,Propoxur,NEMATODE,Caenorhabditis elegans,XZ1516,NA,EC90,2,248.0575863,mg/L,Widmayer 2022,Growth
10108642,Cadmium chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,225,mg/kg,Karmaus 2022,Mortality
10108642,Cadmium chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,202,mg/kg,Karmaus 2022,Mortality
10108642,Cadmium chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,170,mg/kg,Karmaus 2022,Mortality
10108642,Cadmium chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,168,mg/kg,Karmaus 2022,Mortality
10108642,Cadmium chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,166,mg/kg,Karmaus 2022,Mortality
10108642,Cadmium chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,132,mg/kg,Karmaus 2022,Mortality
10108642,Cadmium chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,88,mg/kg,Karmaus 2022,Mortality
10108642,Cadmium chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,87,mg/kg,Karmaus 2022,Mortality
114261,Propoxur,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,86,mg/kg,Karmaus 2022,Mortality
114261,Propoxur,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,83,mg/kg,Karmaus 2022,Mortality
114261,Propoxur,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,41,mg/kg,Karmaus 2022,Mortality
115866,Triphenyl phosphate,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,3800,mg/kg,Karmaus 2022,Mortality
115866,Triphenyl phosphate,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,3500,mg/kg,Karmaus 2022,Mortality
116063,Aldicarb,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,0.9,mg/kg,Karmaus 2022,Mortality
116063,Aldicarb,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,0.65,mg/kg,Karmaus 2022,Mortality
116063,Aldicarb,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,0.5,mg/kg,Karmaus 2022,Mortality
121755,Malathion,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,1778,mg/kg,Karmaus 2022,Mortality
121755,Malathion,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,1500,mg/kg,Karmaus 2022,Mortality
121755,Malathion,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,1486,mg/kg,Karmaus 2022,Mortality
121755,Malathion,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,1375,mg/kg,Karmaus 2022,Mortality
121755,Malathion,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,1000,mg/kg,Karmaus 2022,Mortality
121755,Malathion,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,290,mg/kg,Karmaus 2022,Mortality
122453730,Chlorfenapyr,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,1152,mg/kg,Karmaus 2022,Mortality
122453730,Chlorfenapyr,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,626,mg/kg,Karmaus 2022,Mortality
122453730,Chlorfenapyr,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,441,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,385,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,214,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,145,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,140,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,138,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,100,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,75,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,33,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,24,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,20,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,15,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,13,mg/kg,Karmaus 2022,Mortality
1327533,Arsenic trioxide,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,8,mg/kg,Karmaus 2022,Mortality
16752775,Methomyl,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,45,mg/kg,Karmaus 2022,Mortality
16752775,Methomyl,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,34,mg/kg,Karmaus 2022,Mortality
16752775,Methomyl,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,30,mg/kg,Karmaus 2022,Mortality
16752775,Methomyl,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,15,mg/kg,Karmaus 2022,Mortality
1910425,Paraquat,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,150,mg/kg,Karmaus 2022,Mortality
1910425,Paraquat,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,143,mg/kg,Karmaus 2022,Mortality
1910425,Paraquat,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,126,mg/kg,Karmaus 2022,Mortality
1910425,Paraquat,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,115,mg/kg,Karmaus 2022,Mortality
1910425,Paraquat,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,110,mg/kg,Karmaus 2022,Mortality
1910425,Paraquat,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,95,mg/kg,Karmaus 2022,Mortality
1910425,Paraquat,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,57,mg/kg,Karmaus 2022,Mortality
1912249,Atrazine,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,3090,mg/kg,Karmaus 2022,Mortality
1912249,Atrazine,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,2220,mg/kg,Karmaus 2022,Mortality
1912249,Atrazine,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,1960,mg/kg,Karmaus 2022,Mortality
1912249,Atrazine,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,672,mg/kg,Karmaus 2022,Mortality
2921882,Chlorpyrifos,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,350,mg/kg,Karmaus 2022,Mortality
2921882,Chlorpyrifos,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,320,mg/kg,Karmaus 2022,Mortality
2921882,Chlorpyrifos,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,276,mg/kg,Karmaus 2022,Mortality
2921882,Chlorpyrifos,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,223,mg/kg,Karmaus 2022,Mortality
2921882,Chlorpyrifos,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,151,mg/kg,Karmaus 2022,Mortality
2921882,Chlorpyrifos,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,134,mg/kg,Karmaus 2022,Mortality
2921882,Chlorpyrifos,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,82,mg/kg,Karmaus 2022,Mortality
5234684,Carboxin,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,3080,mg/kg,Karmaus 2022,Mortality
5234684,Carboxin,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,2588,mg/kg,Karmaus 2022,Mortality
5234684,Carboxin,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,430,mg/kg,Karmaus 2022,Mortality
7646857,Zinc chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,1100,mg/kg,Karmaus 2022,Mortality
7646857,Zinc chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,350,mg/kg,Karmaus 2022,Mortality
7718549,Nickel chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,210,mg/kg,Karmaus 2022,Mortality
7718549,Nickel chloride,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,175,mg/kg,Karmaus 2022,Mortality
7761888,Silver nitrate,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,3970,mg/kg,Karmaus 2022,Mortality
7761888,Silver nitrate,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,3804,mg/kg,Karmaus 2022,Mortality
7761888,Silver nitrate,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,3702,mg/kg,Karmaus 2022,Mortality
7761888,Silver nitrate,RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,1173,mg/kg,Karmaus 2022,Mortality
94757,"2,4-D",RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,666,mg/kg,Karmaus 2022,Mortality
94757,"2,4-D",RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,443,mg/kg,Karmaus 2022,Mortality
94757,"2,4-D",RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,375,mg/kg,Karmaus 2022,Mortality
94757,"2,4-D",RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,370,mg/kg,Karmaus 2022,Mortality
94757,"2,4-D",RAT_EMPIRICAL,Rat,NA,NA,LD50,NA,100,mg/kg,Karmaus 2022,Mortality
94757,"2,4-D",RAT_TEST,Rat,NA,NA,LD50,NA,375,mg/kg,EPA CompTox,Mortality
116063,Aldicarb,RAT_TEST,Rat,NA,NA,LD50,NA,0.5,mg/kg,EPA CompTox,Mortality
1327533,Arsenic trioxide,RAT_TEST,Rat,NA,NA,LD50,NA,14.6,mg/kg,EPA CompTox,Mortality
1912249,Atrazine,RAT_TEST,Rat,NA,NA,LD50,NA,672,mg/kg,EPA CompTox,Mortality
10108642,Cadmium chloride,RAT_TEST,Rat,NA,NA,LD50,NA,88,mg/kg,EPA CompTox,Mortality
63252,Carbaryl,RAT_TEST,Rat,NA,NA,LD50,NA,230,mg/kg,EPA CompTox,Mortality
5234684,Carboxin,RAT_TEST,Rat,NA,NA,LD50,NA,430,mg/kg,EPA CompTox,Mortality
1897456,Chlorothalonil,RAT_TEST,Rat,NA,NA,LD50,NA,10000,mg/kg,EPA CompTox,Mortality
2921882,Chlorpyrifos,RAT_TEST,Rat,NA,NA,LD50,NA,82,mg/kg,EPA CompTox,Mortality
7447394,Copper(II) chloride,RAT_TEST,Rat,NA,NA,LD50,NA,584,mg/kg,EPA CompTox,Mortality
121755,Malathion,RAT_TEST,Rat,NA,NA,LD50,NA,290,mg/kg,EPA CompTox,Mortality
8018017,Mancozeb,RAT_TEST,Rat,NA,NA,LD50,NA,5000,mg/kg,EPA CompTox,Mortality
16752775,Methomyl,RAT_TEST,Rat,NA,NA,LD50,NA,14.7,mg/kg,EPA CompTox,Mortality
115093,Methylmercury chloride,RAT_TEST,Rat,NA,NA,LD50,NA,29.915,mg/kg,EPA CompTox,Mortality
7718549,Nickel chloride,RAT_TEST,Rat,NA,NA,LD50,NA,681,mg/kg,EPA CompTox,Mortality
1910425,Paraquat,RAT_TEST,Rat,NA,NA,LD50,NA,57,mg/kg,EPA CompTox,Mortality
114261,Propoxur,RAT_TEST,Rat,NA,NA,LD50,NA,41,mg/kg,EPA CompTox,Mortality
7761888,Silver nitrate,RAT_TEST,Rat,NA,NA,LD50,NA,1173,mg/kg,EPA CompTox,Mortality
115866,Triphenyl phosphate,RAT_TEST,Rat,NA,NA,LD50,NA,3500,mg/kg,EPA CompTox,Mortality
7646857,Zinc chloride,RAT_TEST,Rat,NA,NA,LD50,NA,350,mg/kg,EPA CompTox,Mortality
63252,Carbaryl,ZF_EMBRYO1,Danio rerio,NA,NA,AC50,NA,11.77000076,mg/L,Padilla et al 2012,Mortality
116063,Aldicarb,ZF_EMBRYO1,Danio rerio,NA,NA,AC50,NA,10.3632747,mg/L,Padilla et al 2012,Mortality
121755,Malathion,ZF_EMBRYO1,Danio rerio,NA,NA,AC50,NA,7.767939484,mg/L,Padilla et al 2012,Mortality
1897456,Chlorothalonil,ZF_EMBRYO1,Danio rerio,NA,NA,AC50,NA,0.083523399,mg/L,Padilla et al 2012,Mortality
2921882,Chlorpyrifos,ZF_EMBRYO1,Danio rerio,NA,NA,AC50,NA,2.958704586,mg/L,Padilla et al 2012,Mortality
5234684,Carboxin,ZF_EMBRYO1,Danio rerio,NA,NA,AC50,NA,1.206245508,mg/L,Padilla et al 2012,Mortality
16752775,Methomyl,ZF_EMBRYO1,Danio rerio,NA,NA,AC50,NA,6.709854436,mg/L,Padilla et al 2012,Mortality
175013180,Pyraclostrobin,ZF_EMBRYO1,Danio rerio,NA,NA,AC50,NA,0.053519519,mg/L,Padilla et al 2012,Mortality
94757,"2,4-D",ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,402.2928,mg/L,Scholz et al. 2016,Mortality
94757,"2,4-D",ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,29.17728,mg/L,Scholz et al. 2016,Mortality
116063,Aldicarb,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,279.8852893,mg/L,Scholz et al. 2016,Mortality
1912249,Atrazine,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,111.50656,mg/L,Scholz et al. 2016,Mortality
10108642,Cadmium chloride,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,5.5,mg/L,Scholz et al. 2016,Mortality
10108642,Cadmium chloride,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,18.885,mg/L,Scholz et al. 2016,Mortality
10108642,Cadmium chloride,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,3.784816,mg/L,Scholz et al. 2016,Mortality
10108642,Cadmium chloride,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,28.7802,mg/L,Scholz et al. 2016,Mortality
63252,Carbaryl,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,22.69887194,mg/L,Scholz et al. 2016,Mortality
5234684,Carboxin,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,4.68247,mg/L,Scholz et al. 2016,Mortality
5234684,Carboxin,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,1.206352603,mg/L,Scholz et al. 2016,Mortality
1897456,Chlorothalonil,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,4.121605,mg/L,Scholz et al. 2016,Mortality
1897456,Chlorothalonil,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,0.0850912,mg/L,Scholz et al. 2016,Mortality
2921882,Chlorpyrifos,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,6.240502,mg/L,Scholz et al. 2016,Mortality
121755,Malathion,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,0.759828,mg/L,Scholz et al. 2016,Mortality
121755,Malathion,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,8.391144,mg/L,Scholz et al. 2016,Mortality
121755,Malathion,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,3.3036,mg/L,Scholz et al. 2016,Mortality
121755,Malathion,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,4.56,mg/L,Scholz et al. 2016,Mortality
115093,Methylmercury chloride,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,0.028,mg/L,Scholz et al. 2016,Mortality
7718549,Nickel chloride,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,289.8,mg/L,Scholz et al. 2016,Mortality
114261,Propoxur,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,134.9999999,mg/L,Scholz et al. 2016,Mortality
175013180,Pyraclostrobin,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,0.19313436,mg/L,Scholz et al. 2016,Mortality
175013180,Pyraclostrobin,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,0.072629068,mg/L,Scholz et al. 2016,Mortality
7761888,Silver nitrate,ZF_EMBRYO2,Danio rerio,NA,NA,LC50,NA,0.100000105,mg/L,Scholz et al. 2016,Mortality
94757,"2,4-D",ALGAE,Chlorella vulgaris,NA,C,NOEC,4,100,mg/L,EnviroTox DB,Population
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,100,mg/L,EnviroTox DB,Population
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,4,2400,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Rasbora heteromorpha,NA,A,LC50,4,3100,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,2,2.2,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,2,2400,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Rasbora heteromorpha,NA,A,LC50,2,3100,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,2,4800,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LC50,4,263,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,4,263,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,4,358,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,2,25,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,2,325,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LC50,3,263,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Lepomis macrochirus,NA,A,LC50,2,290,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Pimephales promelas,NA,A,LC50,3,325,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,2,358,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Oncorhynchus mykiss,NA,A,LC50,3,358,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,2,36.4,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",ALGAE,Chlorella fusca var vacuolata,NA,C,NOEC,1,11.4,mg/L,EnviroTox DB,Population
94757,"2,4-D",ALGAE,Chlorella fusca var vacuolata,NA,A,EC50,1,189,mg/L,EnviroTox DB,Population
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,C,NOEC,4,25,mg/L,EnviroTox DB,Population
94757,"2,4-D",ALGAE,Raphidocelis subcapitata,NA,A,EC50,4,41.8,mg/L,EnviroTox DB,Population
94757,"2,4-D",FISH,Tilapia sp,NA,C,NOEC,7,1,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Tilapia sp,NA,A,LC50,7,2.88,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Tilapia sp,NA,A,LC50,2,9.49,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Danio rerio,NA,A,LC50,4,160,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",FISH,Danio rerio,NA,A,LC50,2,160,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,1,240,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,2,135,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,1,180,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,2,195,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,1,225,mg/L,EnviroTox DB,Mortality
94757,"2,4-D",INVERT,Daphnia magna,NA,A,LC50,1,235,mg/L,EnviroTox DB,Mortality
